5. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, СОСТОЯЩИЕ ИЗ ДВУХ И БОЛЕЕ ЧЕЛОВЕК, ПО РАЗМЕРУ ДОМОХОЗЯЙСТВА И НАЦИОНАЛЬНОСТИ ЕГО ЧЛЕНОВ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Число частных домохозяйств	В них численность членов домохозяйств	Из общего числа домохозяйств – домохозяйства, состоящие из					Средний размер домохозяйства, человек
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	1654225.0	5068185.0	619645.0	532189.0	348723.0	106585.0	47083.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	248945.0	835954.0	70893.0	78954.0	63457.0	22353.0	13288.0	3.4
Орловская область								
Все домохозяйства	245215.0	767190.0	90311.0	75935.0	50729.0	18759.0	9481.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	228368.0	708760.0	85596.0	71037.0	46600.0	16907.0	8228.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	16847.0	58430.0	4715.0	4898.0	4129.0	1852.0	1253.0	3.5
Рязанская область								
Все домохозяйства	358306.0	1080073.0	143593.0	113071.0	69430.0	22317.0	9895.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	330421.0	987589.0	135124.0	104318.0	62807.0	19791.0	8381.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	27885.0	92484.0	8469.0	8753.0	6623.0	2526.0	1514.0	3.3
Смоленская область								
Все домохозяйства	306316.0	920784.0	121582.0	99387.0	59516.0	17870.0	7961.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	272414.0	809365.0	111348.0	88464.0	51281.0	14946.0	6375.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	33902.0	111419.0	10234.0	10923.0	8235.0	2924.0	1586.0	3.3
Тамбовская область								
Все домохозяйства	343944.0	1050939.0	132945.0	108468.0	69520.0	22465.0	10546.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	325643.0	989073.0	127434.0	103060.0	65124.0	20647.0	9378.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	18301.0	61866.0	5511.0	5408.0	4396.0	1818.0	1168.0	3.4
Тверская область								
Все домохозяйства	431947.0	1285827.0	179462.0	135409.0	81661.0	24575.0	10840.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	384177.0	1129496.0	164242.0	120566.0	70285.0	20526.0	8558.0	2.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	47770.0	156331.0	15220.0	14843.0	11376.0	4049.0	2282.0	3.3
Тульская область								
Все домохозяйства	490284.0	1483339.0	195897.0	154568.0	93227.0	31974.0	14618.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	454581.0	1363901.0	184699.0	144072.0	84960.0	28445.0	12405.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	35703.0	119438.0	11198.0	10496.0	8267.0	3529.0	2213.0	3.3
Ярославская область								
Все домохозяйства	402167.0	1196147.0	162402.0	131419.0	77689.0	21854.0	8803.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	374715.0	1107114.0	153720.0	122534.0	71239.0	19581.0	7641.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	27452.0	89033.0	8682.0	8885.0	6450.0	2273.0	1162.0	3.2
г. Москва								
Все домохозяйства	2776182.0	9270067.0	998515.0	818800.0	594493.0	198318.0	166056.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	2294962.0	7273034.0	867689.0	689272.0	484073.0	154352.0	99576.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	481220.0	1997033.0	130826.0	129528.0	110420.0	43966.0	66480.0	4.1
Северо-Западный федеральный округ								
Республика Карелия								
Все домохозяйства	211748.0	633147.0	83014.0	70638.0	41999.0	11600.0	4497.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	140904.0	411790.0	58792.0	46848.0	26195.0	6670.0	2399.0	2.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	70844.0	221357.0	24222.0	23790.0	15804.0	4930.0	2098.0	3.1
Республика Коми								
Все домохозяйства	294679.0	905665.0	104533.0	100406.0	64357.0	18008.0	7375.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	180710.0	536645.0	71807.0	60359.0	35819.0	9219.0	3506.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	113969.0	369020.0	32726.0	40047.0	28538.0	8789.0	3869.0	3.2
Архангельская область								
Все домохозяйства	388882.0	1182581.0	146712.0	127494.0	81660.0	23369.0	9647.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	349159.0	1053763.0	134080.0	114769.0	72275.0	20078.0	7957.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	39723.0	128818.0	12632.0	12725.0	9385.0	3291.0	1690.0	3.2
Ненецкий автономный округ								
Все домохозяйства	11225.0	38206.0	3363.0	3390.0	2552.0	1129.0	791.0	3.4
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	7411.0	24337.0	2499.0	2263.0	1551.0	667.0	431.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	3814.0	13869.0	864.0	1127.0	1001.0	462.0	360.0	3.6
Вологодская область								
Все домохозяйства	372439.0	1122070.0	145077.0	119198.0	78790.0	21085.0	8289.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	349838.0	1049017.0	138091.0	111841.0	73173.0	19279.0	7454.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	22601.0	73053.0	6986.0	7357.0	5617.0	1806.0	835.0	3.2
Калининградская область								
Все домохозяйства	268298.0	855783.0	92016.0	86245.0	57784.0	20046.0	12207.0	3.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	190265.0	587848.0	70274.0	62124.0	39057.0	12208.0	6602.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	78033.0	267935.0	21742.0	24121.0	18727.0	7838.0	5605.0	3.4
Ленинградская область								
Все домохозяйства	482941.0	1474915.0	187891.0	150659.0	99835.0	30078.0	14478.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	403982.0	1214328.0	163096.0	126126.0	80668.0	23537.0	10555.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	78959.0	260587.0	24795.0	24533.0	19167.0	6541.0	3923.0	3.3
Мурманская область								
Все домохозяйства	260842.0	768155.0	98833.0	96617.0	51262.0	10744.0	3386.0	2.9
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	202654.0	588508.0	80416.0	74415.0	37935.0	7586.0	2302.0	2.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	58188.0	179647.0	18417.0	22202.0	13327.0	3158.0	1084.0	3.1
Новгородская область								
Все домохозяйства	204593.0	607441.0	86056.0	63626.0	38770.0	11014.0	5127.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	185013.0	543908.0	79552.0	57491.0	34158.0	9528.0	4284.0	2.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	19580.0	63533.0	6504.0	6135.0	4612.0	1486.0	843.0	3.2
Псковская область								
Все домохозяйства	223570.0	657370.0	95968.0	70321.0	40421.0	11659.0	5201.0	2.9
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	201619.0	586450.0	88745.0	63373.0	35279.0	9987.0	4235.0	2.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	21951.0	70920.0	7223.0	6948.0	5142.0	1672.0	966.0	3.2
г. Санкт-Петербург								
Все домохозяйства	1324912.0	4139760.0	487767.0	416763.0	276502.0	94745.0	49135.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	1053979.0	3232486.0	402568.0	333520.0	213469.0	71155.0	33267.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	270933.0	907274.0	85199.0	83243.0	63033.0	23590.0	15868.0	3.3
Южный федеральный округ								
Республика Адыгея								
Все домохозяйства	121543.0	410395.0	39239.0	33446.0	27716.0	12223.0	8919.0	3.4
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	103273.0	345057.0	34353.0	28360.0	23286.0	10060.0	7214.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	18270.0	65338.0	4886.0	5086.0	4430.0	2163.0	1705.0	3.6
Республика Дагестан								
Все домохозяйства	527594.0	2517057.0	68554.0	72948.0	126116.0	98818.0	161158.0	4.8
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	471861.0	2223729.0	63003.0	65794.0	113241.0	90279.0	139544.0	4.7
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	55733.0	293328.0	5551.0	7154.0	12875.0	8539.0	21614.0	5.3
Республика Ингушетия								
Все домохозяйства	63979.0	462624.0	2320.0	3752.0	5705.0	7928.0	44274.0	7.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	58683.0	417806.0	2160.0	3523.0	5349.0	7446.0	40205.0	7.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	5296.0	44818.0	160.0	229.0	356.0	482.0	4069.0	8.5
Кабардино–Балкарская Республика								
Все домохозяйства	204398.0	868259.0	38603.0	36194.0	53635.0	30904.0	45062.0	4.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	176425.0	753019.0	33453.0	30320.0	45795.0	26978.0	39879.0	4.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	27973.0	115240.0	5150.0	5874.0	7840.0	3926.0	5183.0	4.1
Республика Калмыкия								
Все домохозяйства	76833.0	276185.0	20541.0	20308.0	19005.0	9591.0	7388.0	3.6
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	65929.0	234090.0	18214.0	17489.0	16234.0	8100.0	5892.0	3.6
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	10904.0	42095.0	2327.0	2819.0	2771.0	1491.0	1496.0	3.9
Карачаево-Черкесская Республика								
Все домохозяйства	107189.0	417039.0	25710.0	24103.0	25380.0	15801.0	16195.0	3.9
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	90759.0	350781.0	22474.0	20237.0	21303.0	13360.0	13385.0	3.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	16430.0	66258.0	3236.0	3866.0	4077.0	2441.0	2810.0	4.0
Республика Северная Осетия – Алания								
Все домохозяйства	166654.0	657269.0	38935.0	37699.0	39020.0	24236.0	26764.0	3.9
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	138200.0	544891.0	32953.0	30688.0	31873.0	20267.0	22419.0	3.9
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	28454.0	112378.0	5982.0	7011.0	7147.0	3969.0	4345.0	3.9
Чеченская Республика								
Все домохозяйства	188054.0	1062350.0	15372.0	18309.0	33186.0	31784.0	89403.0	5.6
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	182745.0	1032679.0	14846.0	17725.0	32158.0	30964.0	87052.0	5.7
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	5309.0	29671.0	526.0	584.0	1028.0	820.0	2351.0	5.6
Краснодарский край								
Все домохозяйства	1413090.0	4710080.0	464685.0	393525.0	329326.0	133439.0	92115.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	1208850.0	3962155.0	412379.0	340206.0	278261.0	108156.0	69848.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	204240.0	747925.0	52306.0	53319.0	51065.0	25283.0	22267.0	3.7
Ставропольский край								
Все домохозяйства	722687.0	2490743.0	228669.0	193329.0	171280.0	71666.0	57743.0	3.4
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	631821.0	2134054.0	206877.0	170588.0	148526.0	60206.0	45624.0	3.4
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	90866.0	356689.0	21792.0	22741.0	22754.0	11460.0	12119.0	3.9
Астраханская область								
Все домохозяйства	278472.0	922964.0	89722.0	81269.0	66845.0	24558.0	16078.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	241837.0	789800.0	81348.0	70442.0	56971.0	20394.0	12682.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	36635.0	133164.0	8374.0	10827.0	9874.0	4164.0	3396.0	3.6
Волгоградская область								
Все домохозяйства	777398.0	2452241.0	281200.0	235098.0	173232.0	56528.0	31340.0	3.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	681211.0	2119279.0	254042.0	207357.0	148945.0	46484.0	24383.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	96187.0	332962.0	27158.0	27741.0	24287.0	10044.0	6957.0	3.5
Ростовская область								
Все домохозяйства	1252405.0	4029340.0	438576.0	368534.0	281636.0	100626.0	63033.0	3.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	1091336.0	3464377.0	393761.0	323725.0	241700.0	82764.0	49386.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	161069.0	564963.0	44815.0	44809.0	39936.0	17862.0	13647.0	3.5
Приволжский федеральный округ								
Республика Башкортостан								
Все домохозяйства	1158298.0	3795943.0	368619.0	336420.0	296910.0	103563.0	52786.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	844120.0	2691867.0	296044.0	240913.0	205710.0	69084.0	32369.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	314178.0	1104076.0	72575.0	95507.0	91200.0	34479.0	20417.0	3.5
Республика Марий Эл								
Все домохозяйства	204154.0	658710.0	68050.0	61773.0	48154.0	17147.0	9030.0	3.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	165122.0	524936.0	58347.0	48885.0	37958.0	13247.0	6685.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	39032.0	133774.0	9703.0	12888.0	10196.0	3900.0	2345.0	3.4
Республика Мордовия								
Все домохозяйства	251421.0	785175.0	87925.0	80094.0	58507.0	17342.0	7553.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	190741.0	579114.0	73509.0	59549.0	41410.0	11584.0	4689.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	60680.0	206061.0	14416.0	20545.0	17097.0	5758.0	2864.0	3.4
Республика Татарстан								
Все домохозяйства	1060524.0	3502431.0	330149.0	305732.0	276866.0	95333.0	52444.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	878111.0	2852168.0	290903.0	249321.0	223551.0	74993.0	39343.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	182413.0	650263.0	39246.0	56411.0	53315.0	20340.0	13101.0	3.6
Удмуртская Республика								
Все домохозяйства	444021.0	1439921.0	144181.0	133888.0	107894.0	38806.0	19252.0	3.2
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	323878.0	1017106.0	117046.0	96746.0	73815.0	24867.0	11404.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	120143.0	422815.0	27135.0	37142.0	34079.0	13939.0	7848.0	3.5
Чувашская Республика								
Все домохозяйства	361191.0	1197107.0	113110.0	104375.0	89794.0	34413.0	19499.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	294279.0	964398.0	97241.0	82978.0	71673.0	27186.0	15201.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	66912.0	232709.0	15869.0	21397.0	18121.0	7227.0	4298.0	3.5
Кировская область								
Все домохозяйства	441020.0	1323693.0	174877.0	140688.0	89883.0	25332.0	10240.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	402355.0	1195341.0	164006.0	128249.0	79724.0	21891.0	8485.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	38665.0	128352.0	10871.0	12439.0	10159.0	3441.0	1755.0	3.3
Нижегородская область								
Все домохозяйства	1031023.0	3134931.0	392828.0	332146.0	216415.0	63107.0	26527.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	970374.0	2930817.0	376061.0	312851.0	200896.0	57212.0	23354.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	60649.0	204114.0	16767.0	19295.0	15519.0	5895.0	3173.0	3.4
Оренбургская область								
Все домохозяйства	630576.0	1985210.0	218959.0	197397.0	147979.0	45083.0	21158.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	496231.0	1532447.0	181611.0	155942.0	112547.0	32249.0	13882.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	134345.0	452763.0	37348.0	41455.0	35432.0	12834.0	7276.0	3.4
Пензенская область								
Все домохозяйства	428754.0	1308052.0	162510.0	138034.0	89700.0	26609.0	11901.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	383750.0	1157944.0	150201.0	123137.0	77984.0	22642.0	9786.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	45004.0	150108.0	12309.0	14897.0	11716.0	3967.0	2115.0	3.3
Пермская область								
Все домохозяйства	805566.0	2525691.0	289469.0	249512.0	178544.0	59308.0	28733.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	678759.0	2097692.0	254278.0	210254.0	145612.0	46742.0	21873.0	3.1
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	126807.0	427999.0	35191.0	39258.0	32932.0	12566.0	6860.0	3.4
Коми–Пермяцкий автономный округ								
Все домохозяйства	37762.0	123009.0	13158.0	10365.0	8618.0	3590.0	2031.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	26729.0	84690.0	10273.0	7138.0	5715.0	2321.0	1282.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	11033.0	38319.0	2885.0	3227.0	2903.0	1269.0	749.0	3.5
Самарская область								
Все домохозяйства	944372.0	2934564.0	337333.0	304718.0	210575.0	62771.0	28975.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	774296.0	2360068.0	291382.0	250599.0	165827.0	46606.0	19882.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	170076.0	574496.0	45951.0	54119.0	44748.0	16165.0	9093.0	3.4
Саратовская область								
Все домохозяйства	781868.0	2392265.0	296811.0	247922.0	165435.0	48938.0	22762.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	671529.0	2027230.0	263352.0	213859.0	138249.0	38971.0	17098.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	110339.0	365035.0	33459.0	34063.0	27186.0	9967.0	5664.0	3.3
Ульяновская область								
Все домохозяйства	406198.0	1248784.0	148841.0	129871.0	91857.0	24977.0	10652.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	332693.0	1001634.0	129978.0	105391.0	71652.0	18385.0	7287.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	73505.0	247150.0	18863.0	24480.0	20205.0	6592.0	3365.0	3.4
Уральский федеральный округ								
Курганская область								
Все домохозяйства	301749.0	919180.0	118118.0	92884.0	62780.0	19182.0	8785.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	274018.0	826884.0	109652.0	84518.0	56052.0	16538.0	7258.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	27731.0	92296.0	8466.0	8366.0	6728.0	2644.0	1527.0	3.3
Свердловская область								
Все домохозяйства	1313059.0	3977421.0	511667.0	418377.0	272060.0	76338.0	34617.0	3.0
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	1134574.0	3392491.0	456723.0	361480.0	228373.0	61600.0	26398.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	178485.0	584930.0	54944.0	56897.0	43687.0	14738.0	8219.0	3.3
Тюменская область								
Все домохозяйства	926786.0	3028827.0	277058.0	304944.0	233054.0	72127.0	39603.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	681935.0	2175081.0	221572.0	222722.0	164413.0	48791.0	24437.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	244851.0	853746.0	55486.0	82222.0	68641.0	23336.0	15166.0	3.5
Ханты-Мансийский автономный округ - Югра								
Все домохозяйства	405286.0	1350851.0	106513.0	138233.0	109755.0	32991.0	17794.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	273131.0	885527.0	79167.0	93291.0	71131.0	20058.0	9484.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	132155.0	465324.0	27346.0	44942.0	38624.0	12933.0	8310.0	3.5
Ямало-Ненецкий автономный округ								
Все домохозяйства	143837.0	474585.0	39205.0	51175.0	36313.0	10676.0	6468.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	93510.0	303256.0	27733.0	32922.0	22587.0	6325.0	3943.0	3.2
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	50327.0	171329.0	11472.0	18253.0	13726.0	4351.0	2525.0	3.4
Челябинская область								
Все домохозяйства	1053257.0	3243445.0	393791.0	327868.0	233162.0	67826.0	30610.0	3.1
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	857857.0	2593700.0	336592.0	267151.0	183013.0	50045.0	21056.0	3.0
домохозяйства, где члены
  домохозяйства принадлежат
  к разным национальностям	195400.0	649745.0	57199.0	60717.0	50149.0	17781.0	9554.0	3.3
Сибирский федеральный округ								
Республика Алтай								
Все домохозяйства	55868.0	186964.0	17075.0	16552.0	13313.0	5647.0	3281.0	3.3
в том числе:								
домохозяйства, где все члены
  домохозяйства принадлежат
  к одной национальности	46285.0	152938.0	14734.0	13689.0	10857.0	4510.0	2495.0	3.3
домохозяйства, где члены
  домохозяйства принадлежат
